Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team_clean,Year,W,L,Conference,Season
1.0,Golden State Warriors*,82,19880,3489,7159,0.487,1077,2592,0.416,2412,4567,0.528,1366,1790,0.763,816,2972,3788,2373,689,498,1245,1701,9421,Golden State Warriors,2016,73,9,West,2015-2016
2.0,Oklahoma City Thunder*,82,19830,3372,7082,0.476,678,1945,0.349,2694,5137,0.524,1616,2067,0.782,1071,2916,3987,1883,603,487,1305,1691,9038,Oklahoma City Thunder,2016,55,27,West,2015-2016
3.0,Sacramento Kings,82,19805,3283,7083,0.464,660,1839,0.359,2623,5244,0.5,1514,2089,0.725,868,2760,3628,2009,733,368,1326,1676,8740,Sacramento Kings,2016,33,49,West,2015-2016
4.0,Houston Rockets*,82,19830,3094,6847,0.452,878,2533,0.347,2216,4314,0.514,1671,2407,0.694,930,2601,3531,1821,821,430,1307,1790,8737,Houston Rockets,2016,41,41,West,2015-2016
5.0,Boston Celtics*,82,19780,3216,7318,0.439,717,2142,0.335,2499,5176,0.483,1520,1929,0.788,950,2733,3683,1981,752,348,1127,1796,8669,Boston Celtics,2016,48,34,East,2015-2016
6.0,Portland Trail Blazers*,82,19805,3167,7040,0.45,864,2336,0.37,2303,4704,0.49,1424,1889,0.754,948,2782,3730,1748,562,380,1200,1782,8622,Portland Trail Blazers,2016,44,38,West,2015-2016
7.0,Los Angeles Clippers*,82,19830,3141,6759,0.465,797,2190,0.364,2344,4569,0.513,1490,2152,0.692,721,2727,3448,1873,709,460,1063,1746,8569,Los Angeles Clippers,2016,53,29,West,2015-2016
8.0,Cleveland Cavaliers*,82,19855,3171,6888,0.46,880,2428,0.362,2291,4460,0.514,1333,1783,0.748,873,2777,3650,1861,551,317,1114,1666,8555,Cleveland Cavaliers,2016,57,25,East,2015-2016
9.0,Washington Wizards,82,19755,3238,7033,0.46,709,1983,0.358,2529,5050,0.501,1349,1849,0.73,743,2688,3431,2005,708,323,1186,1708,8534,Washington Wizards,2016,41,41,East,2015-2016
10.0,San Antonio Spurs*,82,19705,3289,6797,0.484,570,1518,0.375,2719,5279,0.515,1342,1672,0.803,770,2831,3601,2010,677,485,1071,1433,8490,San Antonio Spurs,2016,67,15,West,2015-2016
11.0,Charlotte Hornets*,82,19855,3036,6922,0.439,873,2410,0.362,2163,4512,0.479,1534,1941,0.79,734,2869,3603,1778,595,438,1029,1487,8479,Charlotte Hornets,2016,48,34,East,2015-2016
12.0,Atlanta Hawks*,82,19830,3168,6923,0.458,815,2326,0.35,2353,4597,0.512,1282,1638,0.783,679,2772,3451,2100,747,486,1226,1570,8433,Atlanta Hawks,2016,48,34,East,2015-2016
13.0,New Orleans Pelicans,82,19780,3153,7040,0.448,702,1951,0.36,2451,5089,0.482,1415,1823,0.776,782,2712,3494,1818,633,342,1102,1713,8423,New Orleans Pelicans,2016,30,52,West,2015-2016
14.0,Toronto Raptors*,82,19780,3006,6669,0.451,708,1915,0.37,2298,4754,0.483,1702,2190,0.777,836,2724,3560,1536,636,449,1073,1610,8422,Toronto Raptors,2016,56,26,East,2015-2016
15.0,Minnesota Timberwolves,82,19880,3095,6668,0.464,455,1347,0.338,2640,5321,0.496,1753,2213,0.792,821,2587,3408,1916,656,375,1231,1696,8398,Minnesota Timberwolves,2016,29,53,West,2015-2016
16.0,Dallas Mavericks*,82,20005,3064,6900,0.444,806,2342,0.344,2258,4558,0.495,1454,1831,0.794,751,2781,3532,1813,560,306,1047,1595,8388,Dallas Mavericks,2016,42,40,West,2015-2016
17.0,Indiana Pacers*,82,19880,3142,6985,0.45,663,1889,0.351,2479,5096,0.486,1430,1872,0.764,847,2779,3626,1741,742,391,1219,1641,8377,Indiana Pacers,2016,45,37,East,2015-2016
18.0,Orlando Magic,82,19905,3242,7120,0.455,636,1818,0.35,2606,5302,0.492,1249,1649,0.757,843,2709,3552,1933,673,417,1155,1701,8369,Orlando Magic,2016,35,47,East,2015-2016
19.0,Detroit Pistons*,82,19880,3111,7087,0.439,740,2148,0.345,2371,4939,0.48,1399,2095,0.668,1021,2777,3798,1594,573,304,1110,1557,8361,Detroit Pistons,2016,44,38,East,2015-2016
20.0,Denver Nuggets,82,19830,3093,7003,0.442,656,1943,0.338,2437,5060,0.482,1513,1974,0.766,941,2718,3659,1858,609,395,1202,1723,8355,Denver Nuggets,2016,33,49,West,2015-2016
21.0,Chicago Bulls,82,19905,3165,7170,0.441,651,1753,0.371,2514,5417,0.464,1354,1720,0.787,907,2889,3796,1870,495,470,1141,1545,8335,Chicago Bulls,2016,42,40,East,2015-2016
22.0,Phoenix Suns,82,19705,3051,7018,0.435,738,2118,0.348,2313,4900,0.472,1431,1905,0.751,943,2733,3676,1701,632,313,1410,1858,8271,Phoenix Suns,2016,23,59,West,2015-2016
23.0,Miami Heat*,82,19830,3150,6697,0.47,498,1480,0.336,2652,5217,0.508,1406,1889,0.744,807,2811,3618,1709,553,531,1155,1502,8204,Miami Heat,2016,48,34,East,2015-2016
24.0,Memphis Grizzlies*,82,19830,3019,6859,0.44,504,1521,0.331,2515,5338,0.471,1584,2024,0.783,916,2497,3413,1697,724,350,1090,1783,8126,Memphis Grizzlies,2016,42,40,West,2015-2016
25.0,Milwaukee Bucks,82,19830,3145,6740,0.467,440,1277,0.345,2705,5463,0.495,1392,1863,0.747,858,2559,3417,1895,672,475,1247,1695,8122,Milwaukee Bucks,2016,33,49,East,2015-2016
26.0,Brooklyn Nets,82,19755,3136,6920,0.453,531,1508,0.352,2605,5412,0.481,1286,1699,0.757,863,2614,3477,1829,627,332,1212,1476,8089,Brooklyn Nets,2016,21,61,East,2015-2016
27.0,New York Knicks,82,19805,3022,6886,0.439,610,1762,0.346,2412,5124,0.471,1411,1753,0.805,850,2788,3638,1682,467,466,1099,1616,8065,New York Knicks,2016,32,50,East,2015-2016
28.0,Utah Jazz,82,19955,2957,6593,0.449,694,1956,0.355,2263,4637,0.488,1402,1885,0.744,880,2665,3545,1554,631,425,1224,1655,8010,Utah Jazz,2016,40,42,West,2015-2016
29.0,Philadelphia 76ers,82,19805,2970,6887,0.431,764,2255,0.339,2206,4632,0.476,1284,1850,0.694,777,2605,3382,1765,680,495,1343,1780,7988,Philadelphia 76ers,2016,10,72,East,2015-2016
30.0,Los Angeles Lakers,82,19730,2880,6956,0.414,639,2016,0.317,2241,4940,0.454,1583,2028,0.781,878,2645,3523,1478,593,337,1124,1662,7982,Los Angeles Lakers,2016,17,65,West,2015-2016
1.0,Golden State Warriors*,82,19780,3532,7140,0.495,982,2562,0.383,2550,4578,0.557,1457,1850,0.788,770,2873,3643,2491,785,555,1211,1585,9503,Golden State Warriors,2017,67,15,West,2016-2017
2.0,Houston Rockets*,82,19780,3305,7152,0.462,1181,3306,0.357,2124,3846,0.552,1667,2177,0.766,892,2746,3638,2070,670,352,1240,1634,9458,Houston Rockets,2017,55,27,West,2016-2017
3.0,Denver Nuggets,82,19755,3377,7194,0.469,870,2365,0.368,2507,4829,0.519,1537,1986,0.774,966,2837,3803,2077,568,323,1226,1567,9161,Denver Nuggets,2017,40,42,West,2016-2017
4.0,Cleveland Cavaliers*,82,19880,3275,6963,0.47,1067,2779,0.384,2208,4184,0.528,1431,1913,0.748,766,2821,3587,1858,539,327,1121,1486,9048,Cleveland Cavaliers,2017,51,31,East,2016-2017
5.0,Washington Wizards*,82,19855,3388,7137,0.475,756,2030,0.372,2632,5107,0.515,1421,1812,0.784,843,2671,3514,1956,693,336,1162,1745,8953,Washington Wizards,2017,49,33,East,2016-2017
6.0,Los Angeles Clippers*,82,19755,3242,6820,0.475,841,2245,0.375,2401,4575,0.525,1586,2128,0.745,738,2790,3528,1848,612,347,1062,1626,8911,Los Angeles Clippers,2017,51,31,West,2016-2017
7.0,Boston Celtics*,82,19755,3168,6978,0.454,985,2742,0.359,2183,4236,0.515,1536,1903,0.807,744,2698,3442,2069,617,340,1088,1686,8857,Boston Celtics,2017,53,29,East,2016-2017
8.0,Portland Trail Blazers*,82,19930,3243,7059,0.459,852,2272,0.375,2391,4787,0.499,1513,1940,0.78,830,2750,3580,1733,574,408,1126,1736,8851,Portland Trail Blazers,2017,41,41,West,2016-2017
9.0,Phoenix Suns,82,19830,3270,7260,0.45,615,1854,0.332,2655,5406,0.491,1676,2159,0.776,976,2712,3688,1604,673,399,1265,2030,8831,Phoenix Suns,2017,24,58,West,2016-2017
10.0,Toronto Raptors*,82,19780,3211,6918,0.464,725,1996,0.363,2486,4922,0.505,1615,2028,0.796,871,2676,3547,1517,677,400,1041,1708,8762,Toronto Raptors,2017,51,31,East,2016-2017
11.0,Oklahoma City Thunder*,82,19805,3237,7169,0.452,692,2116,0.327,2545,5053,0.504,1575,2113,0.745,1002,2821,3823,1721,648,408,1230,1715,8741,Oklahoma City Thunder,2017,47,35,West,2016-2017
12.0,Brooklyn Nets,82,19755,3102,6987,0.444,877,2591,0.338,2225,4396,0.506,1592,2020,0.788,721,2879,3600,1756,593,387,1356,1726,8673,Brooklyn Nets,2017,20,62,East,2016-2017
13.0,Minnesota Timberwolves,82,19805,3235,6922,0.467,601,1723,0.349,2634,5199,0.507,1586,1986,0.799,938,2540,3478,1940,654,370,1150,1646,8657,Minnesota Timberwolves,2017,31,51,West,2016-2017
14.0,San Antonio Spurs*,82,19805,3222,6864,0.469,753,1927,0.391,2469,4937,0.5,1440,1806,0.797,821,2777,3598,1954,655,484,1101,1498,8637,San Antonio Spurs,2017,61,21,West,2016-2017
15.0,Indiana Pacers*,82,19855,3221,6931,0.465,709,1885,0.376,2512,5046,0.498,1467,1811,0.81,742,2702,3444,1844,669,409,1130,1597,8618,Indiana Pacers,2017,42,40,East,2016-2017
16.0,Charlotte Hornets,82,19830,3093,7000,0.442,824,2347,0.351,2269,4653,0.488,1591,1953,0.815,721,2853,3574,1891,571,390,942,1360,8601,Charlotte Hornets,2017,36,46,East,2016-2017
17.0,Los Angeles Lakers,82,19705,3224,7164,0.45,730,2110,0.346,2494,5054,0.493,1397,1853,0.754,933,2636,3569,1716,674,320,1243,1698,8575,Los Angeles Lakers,2017,26,56,West,2016-2017
18.0,New Orleans Pelicans,82,19905,3210,7130,0.45,768,2196,0.35,2442,4934,0.495,1368,1825,0.75,703,2879,3582,1869,638,453,1054,1490,8556,New Orleans Pelicans,2017,34,48,West,2016-2017
19.0,New York Knicks,82,19855,3244,7256,0.447,704,2022,0.348,2540,5234,0.485,1364,1731,0.788,983,2723,3706,1786,581,455,1139,1668,8556,New York Knicks,2017,31,51,East,2016-2017
20.0,Milwaukee Bucks*,82,19780,3182,6715,0.474,720,1946,0.37,2462,4769,0.516,1413,1839,0.768,723,2589,3312,1984,666,436,1145,1660,8497,Milwaukee Bucks,2017,42,40,East,2016-2017
21.0,Miami Heat,82,19780,3202,7037,0.455,808,2213,0.365,2394,4824,0.496,1248,1768,0.706,872,2705,3577,1742,588,469,1102,1680,8460,Miami Heat,2017,41,41,East,2016-2017
22.0,Atlanta Hawks*,82,19880,3123,6918,0.451,729,2137,0.341,2394,4781,0.501,1484,2039,0.728,842,2793,3635,1938,672,397,1294,1491,8459,Atlanta Hawks,2017,43,39,East,2016-2017
23.0,Chicago Bulls*,82,19780,3169,7141,0.444,623,1831,0.34,2546,5310,0.479,1474,1848,0.798,999,2797,3796,1851,643,393,1112,1455,8435,Chicago Bulls,2017,41,41,East,2016-2017
24.0,Sacramento Kings,82,19880,3105,6734,0.461,737,1960,0.376,2368,4774,0.496,1483,1913,0.775,715,2652,3367,1844,627,324,1201,1667,8430,Sacramento Kings,2017,32,50,West,2016-2017
25.0,Philadelphia 76ers,82,19830,3088,6992,0.442,831,2443,0.34,2257,4549,0.496,1393,1806,0.771,807,2706,3513,1949,692,420,1366,1793,8400,Philadelphia 76ers,2017,28,54,East,2016-2017
26.0,Detroit Pistons,82,19805,3269,7282,0.449,631,1915,0.33,2638,5367,0.492,1140,1586,0.719,908,2838,3746,1732,574,310,973,1467,8309,Detroit Pistons,2017,37,45,East,2016-2017
27.0,Orlando Magic,82,19805,3139,7133,0.44,701,2139,0.328,2438,4994,0.488,1309,1753,0.747,807,2734,3541,1820,580,396,1091,1584,8288,Orlando Magic,2017,29,53,East,2016-2017
28.0,Utah Jazz*,82,19755,3033,6515,0.466,791,2128,0.372,2242,4387,0.511,1401,1875,0.747,771,2774,3545,1651,550,410,1118,1545,8258,Utah Jazz,2017,51,31,West,2016-2017
29.0,Memphis Grizzlies*,82,19905,2984,6854,0.435,767,2169,0.354,2217,4685,0.473,1504,1918,0.784,886,2621,3507,1744,653,344,1059,1840,8239,Memphis Grizzlies,2017,43,39,West,2016-2017
30.0,Dallas Mavericks,82,19780,2968,6750,0.44,878,2473,0.355,2090,4277,0.489,1215,1516,0.801,647,2516,3163,1705,614,307,972,1567,8029,Dallas Mavericks,2017,33,49,West,2016-2017
1.0,Golden State Warriors*,82,19730,3509,6980,0.503,926,2369,0.391,2583,4611,0.56,1360,1668,0.815,691,2877,3568,2402,656,612,1265,1607,9304,Golden State Warriors,2018,58,24,West,2017-2018
2.0,Houston Rockets*,82,19755,3174,6906,0.46,1256,3470,0.362,1918,3436,0.558,1609,2061,0.781,739,2825,3564,1767,699,392,1135,1597,9213,Houston Rockets,2018,65,17,West,2017-2018
3.0,New Orleans Pelicans*,82,19955,3500,7241,0.483,837,2312,0.362,2663,4929,0.54,1324,1716,0.772,712,2924,3636,2195,657,485,1223,1570,9161,New Orleans Pelicans,2018,48,34,West,2017-2018
4.0,Toronto Raptors*,82,19830,3383,7169,0.472,968,2705,0.358,2415,4464,0.541,1422,1790,0.794,800,2807,3607,1995,626,500,1095,1783,9156,Toronto Raptors,2018,59,23,East,2017-2018
5.0,Cleveland Cavaliers*,82,19730,3311,6950,0.476,981,2636,0.372,2330,4314,0.54,1488,1909,0.779,694,2761,3455,1916,582,312,1126,1524,9091,Cleveland Cavaliers,2018,50,32,East,2017-2018
6.0,Denver Nuggets,82,19880,3338,7102,0.47,940,2536,0.371,2398,4566,0.525,1404,1830,0.767,902,2748,3650,2059,627,404,1226,1533,9020,Denver Nuggets,2018,46,36,West,2017-2018
7.0,Philadelphia 76ers*,82,19780,3349,7098,0.472,901,2445,0.369,2448,4653,0.526,1405,1868,0.752,893,2996,3889,2221,682,420,1353,1811,9004,Philadelphia 76ers,2018,52,30,East,2017-2018
8.0,Minnesota Timberwolves*,82,19805,3365,7063,0.476,658,1845,0.357,2707,5218,0.519,1592,1980,0.804,848,2593,3441,1861,689,345,1021,1495,8980,Minnesota Timberwolves,2018,47,35,West,2017-2018
9.0,Los Angeles Clippers,82,19705,3302,7004,0.471,777,2196,0.354,2525,4808,0.525,1556,2095,0.743,832,2766,3598,1832,628,373,1204,1638,8937,Los Angeles Clippers,2018,42,40,West,2017-2018
10.0,Charlotte Hornets,82,19780,3197,7106,0.45,824,2233,0.369,2373,4873,0.487,1656,2216,0.747,827,2901,3728,1770,559,373,1041,1409,8874,Charlotte Hornets,2018,36,46,East,2017-2018
11.0,Los Angeles Lakers,82,19905,3338,7248,0.461,822,2384,0.345,2516,4864,0.517,1364,1910,0.714,876,2927,3803,1949,633,388,1295,1736,8862,Los Angeles Lakers,2018,35,47,West,2017-2018
12.0,Oklahoma City Thunder*,82,19830,3271,7221,0.453,881,2491,0.354,2390,4730,0.505,1421,1985,0.716,1024,2671,3695,1750,743,412,1147,1653,8844,Oklahoma City Thunder,2018,48,34,West,2017-2018
13.0,Washington Wizards*,82,19855,3275,7018,0.467,814,2173,0.375,2461,4845,0.508,1378,1786,0.772,823,2713,3536,2065,645,353,1196,1746,8742,Washington Wizards,2018,43,39,East,2017-2018
14.0,Brooklyn Nets,82,19855,3136,7114,0.441,1041,2924,0.356,2095,4190,0.5,1428,1850,0.772,792,2852,3644,1941,512,390,1245,1688,8741,Brooklyn Nets,2018,28,54,East,2017-2018
15.0,Milwaukee Bucks*,82,19830,3257,6807,0.478,718,2024,0.355,2539,4783,0.531,1499,1915,0.783,688,2579,3267,1905,722,443,1135,1752,8731,Milwaukee Bucks,2018,44,38,East,2017-2018
16.0,Portland Trail Blazers*,82,19755,3222,7132,0.452,845,2308,0.366,2377,4824,0.493,1372,1715,0.8,835,2893,3728,1599,573,423,1109,1599,8661,Portland Trail Blazers,2018,49,33,West,2017-2018
17.0,Indiana Pacers*,82,19755,3345,7083,0.472,741,2010,0.369,2604,5073,0.513,1225,1573,0.779,788,2684,3472,1819,721,340,1088,1544,8656,Indiana Pacers,2018,48,34,East,2017-2018
18.0,New York Knicks,82,19830,3334,7193,0.464,673,1914,0.352,2661,5279,0.504,1225,1557,0.787,859,2752,3611,1912,552,421,1208,1682,8566,New York Knicks,2018,29,53,East,2017-2018
19.0,Utah Jazz*,82,19755,3139,6797,0.462,887,2425,0.366,2252,4372,0.515,1375,1766,0.779,740,2807,3547,1839,708,420,1205,1608,8540,Utah Jazz,2018,48,34,West,2017-2018
20.0,Boston Celtics*,82,19805,3141,6975,0.45,939,2492,0.377,2202,4483,0.491,1308,1697,0.771,767,2878,3645,1842,604,373,1148,1618,8529,Boston Celtics,2018,55,27,East,2017-2018
21.0,Phoenix Suns,82,19705,3153,7141,0.442,763,2286,0.334,2390,4855,0.492,1453,1962,0.741,842,2776,3618,1743,569,370,1289,1807,8522,Phoenix Suns,2018,21,61,West,2017-2018
22.0,Detroit Pistons,82,19805,3208,7129,0.45,886,2373,0.373,2322,4756,0.488,1207,1621,0.745,830,2756,3586,1868,628,317,1102,1508,8509,Detroit Pistons,2018,39,43,East,2017-2018
23.0,Miami Heat*,82,19930,3184,6997,0.455,903,2506,0.36,2281,4491,0.508,1209,1601,0.755,763,2801,3564,1862,620,437,1178,1648,8480,Miami Heat,2018,44,38,East,2017-2018
24.0,Orlando Magic,82,19730,3182,7042,0.452,844,2405,0.351,2338,4637,0.504,1271,1678,0.757,722,2692,3414,1921,622,400,1192,1579,8479,Orlando Magic,2018,25,57,East,2017-2018
25.0,Atlanta Hawks,82,19705,3130,7015,0.446,917,2544,0.36,2213,4471,0.495,1298,1654,0.785,743,2693,3436,1946,638,348,1275,1606,8475,Atlanta Hawks,2018,24,58,East,2017-2018
26.0,Chicago Bulls,82,19855,3170,7285,0.435,906,2549,0.355,2264,4736,0.478,1194,1574,0.759,790,2872,3662,1923,626,289,1147,1571,8440,Chicago Bulls,2018,27,55,East,2017-2018
27.0,San Antonio Spurs*,82,19730,3202,6999,0.457,696,1977,0.352,2506,5022,0.499,1324,1715,0.772,849,2777,3626,1868,628,460,1078,1408,8424,San Antonio Spurs,2018,47,35,West,2017-2018
28.0,Dallas Mavericks,82,19805,3128,7042,0.444,967,2688,0.36,2161,4354,0.496,1167,1530,0.763,666,2717,3383,1858,578,310,1007,1578,8390,Dallas Mavericks,2018,24,58,West,2017-2018
29.0,Memphis Grizzlies,82,19705,3013,6788,0.444,758,2152,0.352,2255,4636,0.486,1361,1732,0.786,779,2544,3323,1767,613,396,1227,1900,8145,Memphis Grizzlies,2018,22,60,West,2017-2018
30.0,Sacramento Kings,82,19755,3179,7063,0.45,738,1967,0.375,2441,5096,0.479,1008,1371,0.735,777,2578,3355,1768,643,340,1125,1639,8104,Sacramento Kings,2018,27,55,West,2017-2018
1.0,Milwaukee Bucks*,82,19780,3555,7471,0.476,1105,3134,0.353,2450,4337,0.565,1471,1904,0.773,762,3316,4078,2136,615,486,1137,1608,9686,Milwaukee Bucks,2019,60,22,East,2018-2019
2.0,Golden State Warriors*,82,19805,3612,7361,0.491,1087,2824,0.385,2525,4537,0.557,1339,1672,0.801,797,2990,3787,2413,625,525,1169,1757,9650,Golden State Warriors,2019,57,25,West,2018-2019
3.0,New Orleans Pelicans,82,19755,3581,7563,0.473,842,2449,0.344,2739,5114,0.536,1462,1921,0.761,909,2969,3878,2216,610,441,1215,1732,9466,New Orleans Pelicans,2019,33,49,West,2018-2019
4.0,Philadelphia 76ers*,82,19805,3407,7233,0.471,889,2474,0.359,2518,4759,0.529,1742,2258,0.771,892,3025,3917,2207,606,432,1223,1745,9445,Philadelphia 76ers,2019,51,31,East,2018-2019
5.0,Los Angeles Clippers*,82,19830,3384,7178,0.471,821,2118,0.388,2563,5060,0.507,1853,2340,0.792,796,2936,3732,1970,561,385,1193,1913,9442,Los Angeles Clippers,2019,48,34,West,2018-2019
6.0,Portland Trail Blazers*,82,19855,3470,7427,0.467,904,2520,0.359,2566,4907,0.523,1558,1914,0.814,967,2968,3935,1887,546,413,1135,1669,9402,Portland Trail Blazers,2019,53,29,West,2018-2019
7.0,Oklahoma City Thunder*,82,19855,3497,7706,0.454,932,2677,0.348,2565,5029,0.51,1461,2049,0.713,1031,2911,3942,1917,766,425,1145,1839,9387,Oklahoma City Thunder,2019,49,33,West,2018-2019
8.0,Toronto Raptors*,82,19880,3460,7305,0.474,1015,2771,0.366,2445,4534,0.539,1449,1803,0.804,786,2920,3706,2085,680,437,1150,1724,9384,Toronto Raptors,2019,58,24,East,2018-2019
9.0,Sacramento Kings,82,19730,3541,7637,0.464,927,2455,0.378,2614,5182,0.504,1354,1865,0.726,906,2819,3725,2083,679,363,1095,1751,9363,Sacramento Kings,2019,39,43,West,2018-2019
