Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Team_clean,Year,W,L,Conference,Season
21.0,New Orleans Pelicans*,82,19755,3294,7212,0.457,873,2629,0.332,2421,4583,0.528,1501,1903,0.789,981,2726,3707,2047,680,328,1153,1612,8962,New Orleans Pelicans,2022,36,46,West,2021-2022
22.0,Washington Wizards,82,19830,3327,7056,0.472,860,2512,0.342,2467,4544,0.543,1393,1778,0.783,737,2798,3535,2052,522,406,1077,1545,8907,Washington Wizards,2022,35,47,East,2021-2022
23.0,Los Angeles Clippers,82,19780,3285,7170,0.458,1047,2802,0.374,2238,4368,0.512,1273,1606,0.793,747,2860,3607,1969,608,406,1126,1528,8890,Los Angeles Clippers,2022,42,40,West,2021-2022
24.0,Dallas Mavericks*,82,19755,3222,6982,0.461,1073,3063,0.35,2149,3919,0.548,1341,1739,0.771,759,2769,3528,1918,552,325,1025,1612,8858,Dallas Mavericks,2022,52,30,West,2021-2022
25.0,Cleveland Cavaliers,82,19730,3255,6940,0.469,953,2686,0.355,2302,4254,0.541,1376,1810,0.76,837,2786,3623,2064,580,343,1181,1433,8839,Cleveland Cavaliers,2022,44,38,East,2021-2022
26.0,New York Knicks,82,19780,3088,7069,0.437,1082,3029,0.357,2006,4040,0.497,1473,1980,0.744,941,2841,3782,1793,570,399,1087,1672,8731,New York Knicks,2022,37,45,East,2021-2022
27.0,Portland Trail Blazers,82,19730,3161,7144,0.442,1043,3017,0.346,2118,4127,0.513,1346,1771,0.76,854,2661,3515,1880,657,366,1187,1728,8711,Portland Trail Blazers,2022,27,55,West,2021-2022
28.0,Detroit Pistons,82,19780,3129,7267,0.431,925,2838,0.326,2204,4429,0.498,1413,1806,0.782,900,2625,3525,1924,630,393,1163,1799,8596,Detroit Pistons,2022,23,59,East,2021-2022
29.0,Orlando Magic,82,19780,3139,7240,0.434,999,3022,0.331,2140,4218,0.507,1270,1614,0.787,746,2885,3631,1947,555,367,1188,1612,8547,Orlando Magic,2022,22,60,East,2021-2022
30.0,Oklahoma City Thunder,82,19805,3141,7310,0.43,991,3066,0.323,2150,4244,0.507,1233,1632,0.756,854,2887,3741,1822,622,380,1145,1497,8506,Oklahoma City Thunder,2022,24,58,West,2021-2022
1.0,Indiana Pacers*,82,19705,3855,7599,0.507,1082,2891,0.374,2773,4708,0.589,1318,1685,0.782,827,2578,3405,2522,631,481,1059,1756,10110,Indiana Pacers,2023,35,47,East,2022-2023
2.0,Boston Celtics*,82,19830,3601,7396,0.487,1351,3482,0.388,2250,3914,0.575,1334,1654,0.807,876,2923,3799,2207,557,538,979,1326,9887,Boston Celtics,2023,57,25,East,2022-2023
3.0,Oklahoma City Thunder*,82,19805,3653,7324,0.499,1090,2805,0.389,2563,4519,0.567,1451,1759,0.825,722,2725,3447,2223,694,538,1039,1545,9847,Oklahoma City Thunder,2023,57,25,West,2022-2023
4.0,Milwaukee Bucks*,82,19805,3538,7258,0.487,1163,3122,0.373,2375,4136,0.574,1517,1960,0.774,772,2850,3622,2176,558,413,1059,1574,9756,Milwaukee Bucks,2023,58,24,East,2022-2023
5.0,Atlanta Hawks,82,19855,3529,7584,0.465,1125,3092,0.364,2404,4492,0.535,1520,1906,0.797,1024,2639,3663,2180,615,369,1110,1522,9703,Atlanta Hawks,2023,41,41,East,2022-2023
6.0,Los Angeles Lakers*,82,19855,3580,7177,0.499,969,2572,0.377,2611,4605,0.567,1550,1983,0.782,676,2859,3535,2340,605,453,1146,1283,9679,Los Angeles Lakers,2023,47,35,West,2022-2023
7.0,Dallas Mavericks*,82,19705,3535,7352,0.481,1197,3242,0.369,2338,4110,0.569,1397,1842,0.758,797,2724,3521,2106,563,406,1027,1500,9664,Dallas Mavericks,2023,50,32,West,2022-2023
8.0,Golden State Warriors,82,19830,3582,7515,0.477,1211,3191,0.38,2371,4324,0.548,1282,1644,0.78,996,2834,3830,2402,572,377,1174,1598,9657,Golden State Warriors,2023,46,36,West,2022-2023
9.0,Sacramento Kings,82,19855,3553,7455,0.477,1178,3219,0.366,2375,4236,0.561,1274,1710,0.745,888,2719,3607,2324,625,342,1078,1632,9558,Sacramento Kings,2023,46,36,West,2022-2023
10.0,Phoenix Suns*,82,19780,3482,7063,0.493,1020,2671,0.382,2462,4392,0.561,1548,1915,0.808,831,2783,3614,2218,610,492,1221,1475,9532,Phoenix Suns,2023,49,33,West,2022-2023
11.0,Utah Jazz,82,19805,3443,7371,0.467,1060,2993,0.354,2383,4378,0.544,1538,1853,0.83,1002,2725,3727,2232,537,458,1285,1523,9484,Utah Jazz,2023,31,51,West,2022-2023
12.0,Los Angeles Clippers*,82,19705,3473,7108,0.489,1036,2719,0.381,2437,4389,0.555,1499,1817,0.825,822,2701,3523,2097,640,413,1078,1519,9481,Los Angeles Clippers,2023,51,31,West,2022-2023
13.0,New Orleans Pelicans*,82,19705,3484,7165,0.486,1023,2673,0.383,2461,4492,0.548,1445,1873,0.771,852,2753,3605,2210,684,378,1067,1508,9436,New Orleans Pelicans,2023,49,33,West,2022-2023
14.0,Denver Nuggets*,82,19705,3610,7279,0.496,958,2560,0.374,2652,4719,0.562,1240,1628,0.762,881,2763,3644,2415,585,457,1036,1489,9418,Denver Nuggets,2023,57,25,West,2022-2023
15.0,Philadelphia 76ers*,82,19780,3404,7331,0.464,992,2733,0.363,2412,4598,0.525,1597,1934,0.826,906,2616,3522,2041,694,492,984,1668,9397,Philadelphia 76ers,2023,54,28,East,2022-2023
16.0,Houston Rockets,82,19855,3425,7459,0.459,1043,2964,0.352,2382,4495,0.53,1482,1916,0.773,940,2787,3727,2035,639,375,1045,1702,9375,Houston Rockets,2023,41,41,West,2022-2023
17.0,Washington Wizards,82,19730,3523,7493,0.47,1015,2915,0.348,2508,4578,0.548,1266,1657,0.764,755,2613,3368,2288,623,415,1147,1637,9327,Washington Wizards,2023,35,47,East,2022-2023
18.0,Minnesota Timberwolves*,82,19805,3383,6974,0.485,1037,2681,0.387,2346,4293,0.546,1461,1881,0.777,770,2807,3577,2184,647,497,1162,1544,9264,Minnesota Timberwolves,2023,56,26,West,2022-2023
19.0,New York Knicks*,82,19730,3385,7272,0.465,1083,2936,0.369,2302,4336,0.531,1396,1789,0.78,1039,2665,3704,1998,612,336,1085,1447,9249,New York Knicks,2023,47,35,East,2022-2023
20.0,Cleveland Cavaliers*,82,19805,3425,7148,0.479,1108,3016,0.367,2317,4132,0.561,1278,1671,0.765,807,2742,3549,2299,605,380,1112,1436,9236,Cleveland Cavaliers,2023,51,31,East,2022-2023
21.0,Toronto Raptors,82,19805,3466,7356,0.471,942,2712,0.347,2524,4644,0.543,1339,1772,0.756,891,2607,3498,2335,634,388,1147,1509,9213,Toronto Raptors,2023,41,41,East,2022-2023
22.0,Chicago Bulls,82,19980,3448,7339,0.47,941,2630,0.358,2507,4709,0.532,1369,1731,0.791,916,2677,3593,2048,638,394,1004,1541,9206,Chicago Bulls,2023,40,42,East,2022-2023
23.0,San Antonio Spurs,82,19830,3438,7436,0.462,1036,2983,0.347,2402,4453,0.539,1280,1637,0.782,849,2778,3627,2449,584,520,1242,1414,9192,San Antonio Spurs,2023,22,60,West,2022-2023
24.0,Orlando Magic*,82,19780,3318,6964,0.476,903,2568,0.352,2415,4396,0.549,1519,2002,0.759,861,2608,3469,2023,669,423,1206,1618,9058,Orlando Magic,2023,34,48,East,2022-2023
25.0,Brooklyn Nets,82,19805,3334,7307,0.456,1089,3010,0.362,2245,4297,0.522,1293,1711,0.756,938,2675,3613,2102,556,424,1076,1516,9050,Brooklyn Nets,2023,45,37,East,2022-2023
26.0,Miami Heat*,82,19755,3266,7022,0.465,1022,2765,0.37,2244,4257,0.527,1478,1806,0.818,766,2702,3468,2116,617,280,1038,1415,9032,Miami Heat,2023,44,38,East,2022-2023
27.0,Detroit Pistons,82,19755,3353,7236,0.463,906,2602,0.348,2447,4634,0.528,1398,1780,0.785,861,2692,3553,2088,531,384,1248,1688,9010,Detroit Pistons,2023,17,65,East,2022-2023
28.0,Charlotte Hornets,82,19730,3281,7133,0.46,989,2788,0.355,2292,4345,0.528,1189,1512,0.786,765,2538,3303,2033,562,371,1129,1472,8740,Charlotte Hornets,2023,27,55,East,2022-2023
29.0,Portland Trail Blazers,82,19880,3227,7356,0.439,939,2723,0.345,2288,4633,0.494,1329,1680,0.791,1036,2469,3505,1894,627,354,1249,1654,8722,Portland Trail Blazers,2023,21,61,West,2022-2023
30.0,Memphis Grizzlies,82,19780,3145,7230,0.435,1071,3097,0.346,2074,4133,0.502,1316,1722,0.764,896,2598,3494,2025,673,501,1236,1563,8677,Memphis Grizzlies,2023,27,55,West,2022-2023
1.0,Indiana Pacers*,82,19705,3855,7599,0.507,1082,2891,0.374,2773,4708,0.589,1318,1685,0.782,827,2578,3405,2522,631,481,1059,1756,10110,Indiana Pacers,2024,47,35,East,2023-2024
2.0,Boston Celtics*,82,19830,3601,7396,0.487,1351,3482,0.388,2250,3914,0.575,1334,1654,0.807,876,2923,3799,2207,557,538,979,1326,9887,Boston Celtics,2024,64,18,East,2023-2024
3.0,Oklahoma City Thunder*,82,19805,3653,7324,0.499,1090,2805,0.389,2563,4519,0.567,1451,1759,0.825,722,2725,3447,2223,694,538,1039,1545,9847,Oklahoma City Thunder,2024,57,25,West,2023-2024
4.0,Milwaukee Bucks*,82,19805,3538,7258,0.487,1163,3122,0.373,2375,4136,0.574,1517,1960,0.774,772,2850,3622,2176,558,413,1059,1574,9756,Milwaukee Bucks,2024,49,33,East,2023-2024
5.0,Atlanta Hawks,82,19855,3529,7584,0.465,1125,3092,0.364,2404,4492,0.535,1520,1906,0.797,1024,2639,3663,2180,615,369,1110,1522,9703,Atlanta Hawks,2024,36,46,East,2023-2024
6.0,Los Angeles Lakers*,82,19855,3580,7177,0.499,969,2572,0.377,2611,4605,0.567,1550,1983,0.782,676,2859,3535,2340,605,453,1146,1283,9679,Los Angeles Lakers,2024,47,35,West,2023-2024
7.0,Dallas Mavericks*,82,19705,3535,7352,0.481,1197,3242,0.369,2338,4110,0.569,1397,1842,0.758,797,2724,3521,2106,563,406,1027,1500,9664,Dallas Mavericks,2024,50,32,West,2023-2024
8.0,Golden State Warriors,82,19830,3582,7515,0.477,1211,3191,0.38,2371,4324,0.548,1282,1644,0.78,996,2834,3830,2402,572,377,1174,1598,9657,Golden State Warriors,2024,46,36,West,2023-2024
9.0,Sacramento Kings,82,19855,3553,7455,0.477,1178,3219,0.366,2375,4236,0.561,1274,1710,0.745,888,2719,3607,2324,625,342,1078,1632,9558,Sacramento Kings,2024,46,36,West,2023-2024
10.0,Phoenix Suns*,82,19780,3482,7063,0.493,1020,2671,0.382,2462,4392,0.561,1548,1915,0.808,831,2783,3614,2218,610,492,1221,1475,9532,Phoenix Suns,2024,49,33,West,2023-2024
11.0,Utah Jazz,82,19805,3443,7371,0.467,1060,2993,0.354,2383,4378,0.544,1538,1853,0.83,1002,2725,3727,2232,537,458,1285,1523,9484,Utah Jazz,2024,31,51,West,2023-2024
12.0,Los Angeles Clippers*,82,19705,3473,7108,0.489,1036,2719,0.381,2437,4389,0.555,1499,1817,0.825,822,2701,3523,2097,640,413,1078,1519,9481,Los Angeles Clippers,2024,51,31,West,2023-2024
13.0,New Orleans Pelicans*,82,19705,3484,7165,0.486,1023,2673,0.383,2461,4492,0.548,1445,1873,0.771,852,2753,3605,2210,684,378,1067,1508,9436,New Orleans Pelicans,2024,49,33,West,2023-2024
14.0,Denver Nuggets*,82,19705,3610,7279,0.496,958,2560,0.374,2652,4719,0.562,1240,1628,0.762,881,2763,3644,2415,585,457,1036,1489,9418,Denver Nuggets,2024,57,25,West,2023-2024
15.0,Philadelphia 76ers*,82,19780,3404,7331,0.464,992,2733,0.363,2412,4598,0.525,1597,1934,0.826,906,2616,3522,2041,694,492,984,1668,9397,Philadelphia 76ers,2024,47,35,East,2023-2024
16.0,Houston Rockets,82,19855,3425,7459,0.459,1043,2964,0.352,2382,4495,0.53,1482,1916,0.773,940,2787,3727,2035,639,375,1045,1702,9375,Houston Rockets,2024,41,41,West,2023-2024
17.0,Washington Wizards,82,19730,3523,7493,0.47,1015,2915,0.348,2508,4578,0.548,1266,1657,0.764,755,2613,3368,2288,623,415,1147,1637,9327,Washington Wizards,2024,15,67,East,2023-2024
18.0,Minnesota Timberwolves*,82,19805,3383,6974,0.485,1037,2681,0.387,2346,4293,0.546,1461,1881,0.777,770,2807,3577,2184,647,497,1162,1544,9264,Minnesota Timberwolves,2024,56,26,West,2023-2024
19.0,New York Knicks*,82,19730,3385,7272,0.465,1083,2936,0.369,2302,4336,0.531,1396,1789,0.78,1039,2665,3704,1998,612,336,1085,1447,9249,New York Knicks,2024,50,32,East,2023-2024
20.0,Cleveland Cavaliers*,82,19805,3425,7148,0.479,1108,3016,0.367,2317,4132,0.561,1278,1671,0.765,807,2742,3549,2299,605,380,1112,1436,9236,Cleveland Cavaliers,2024,48,34,East,2023-2024
21.0,Toronto Raptors,82,19805,3466,7356,0.471,942,2712,0.347,2524,4644,0.543,1339,1772,0.756,891,2607,3498,2335,634,388,1147,1509,9213,Toronto Raptors,2024,25,57,East,2023-2024
22.0,Chicago Bulls,82,19980,3448,7339,0.47,941,2630,0.358,2507,4709,0.532,1369,1731,0.791,916,2677,3593,2048,638,394,1004,1541,9206,Chicago Bulls,2024,39,43,East,2023-2024
23.0,San Antonio Spurs,82,19830,3438,7436,0.462,1036,2983,0.347,2402,4453,0.539,1280,1637,0.782,849,2778,3627,2449,584,520,1242,1414,9192,San Antonio Spurs,2024,22,60,West,2023-2024
24.0,Orlando Magic*,82,19780,3318,6964,0.476,903,2568,0.352,2415,4396,0.549,1519,2002,0.759,861,2608,3469,2023,669,423,1206,1618,9058,Orlando Magic,2024,47,35,East,2023-2024
25.0,Brooklyn Nets,82,19805,3334,7307,0.456,1089,3010,0.362,2245,4297,0.522,1293,1711,0.756,938,2675,3613,2102,556,424,1076,1516,9050,Brooklyn Nets,2024,32,50,East,2023-2024
26.0,Miami Heat*,82,19755,3266,7022,0.465,1022,2765,0.37,2244,4257,0.527,1478,1806,0.818,766,2702,3468,2116,617,280,1038,1415,9032,Miami Heat,2024,46,36,East,2023-2024
27.0,Detroit Pistons,82,19755,3353,7236,0.463,906,2602,0.348,2447,4634,0.528,1398,1780,0.785,861,2692,3553,2088,531,384,1248,1688,9010,Detroit Pistons,2024,14,68,East,2023-2024
28.0,Charlotte Hornets,82,19730,3281,7133,0.46,989,2788,0.355,2292,4345,0.528,1189,1512,0.786,765,2538,3303,2033,562,371,1129,1472,8740,Charlotte Hornets,2024,21,61,East,2023-2024
29.0,Portland Trail Blazers,82,19880,3227,7356,0.439,939,2723,0.345,2288,4633,0.494,1329,1680,0.791,1036,2469,3505,1894,627,354,1249,1654,8722,Portland Trail Blazers,2024,21,61,West,2023-2024
30.0,Memphis Grizzlies,82,19780,3145,7230,0.435,1071,3097,0.346,2074,4133,0.502,1316,1722,0.764,896,2598,3494,2025,673,501,1236,1563,8677,Memphis Grizzlies,2024,27,55,West,2023-2024
1.0,Cleveland Cavaliers*,82,19755,3652,7444,0.491,1303,3401,0.383,2349,4043,0.581,1392,1793,0.776,917,2806,3723,2304,670,350,1082,1487,9999,Cleveland Cavaliers,2025,64,18,East,2024-2025
2.0,Memphis Grizzlies*,82,19705,3670,7654,0.479,1141,3106,0.367,2529,4548,0.556,1499,1908,0.786,1056,2819,3875,2330,726,462,1285,1711,9980,Memphis Grizzlies,2025,48,34,West,2024-2025
3.0,Denver Nuggets*,82,19855,3724,7360,0.506,984,2619,0.376,2740,4741,0.578,1470,1909,0.77,919,2832,3751,2542,656,402,1169,1444,9902,Denver Nuggets,2025,50,32,West,2024-2025
4.0,Oklahoma City Thunder*,82,19705,3660,7600,0.482,1192,3184,0.374,2468,4416,0.559,1369,1672,0.819,871,2801,3672,2202,847,465,961,1631,9881,Oklahoma City Thunder,2025,68,14,West,2024-2025
5.0,Atlanta Hawks,82,19780,3556,7528,0.472,1107,3089,0.358,2449,4439,0.552,1472,1900,0.775,974,2675,3649,2426,798,419,1273,1564,9691,Atlanta Hawks,2025,40,42,East,2024-2025
6.0,Chicago Bulls,82,19755,3543,7545,0.47,1266,3447,0.367,2277,4098,0.556,1308,1617,0.809,825,2935,3760,2383,621,386,1203,1444,9660,Chicago Bulls,2025,39,43,East,2024-2025
7.0,Indiana Pacers*,82,19855,3574,7326,0.488,1081,2934,0.368,2493,4392,0.568,1395,1768,0.789,752,2678,3430,2398,694,448,1082,1533,9624,Indiana Pacers,2025,50,32,East,2024-2025
8.0,Boston Celtics*,82,19830,3413,7382,0.462,1457,3955,0.368,1956,3427,0.571,1251,1565,0.799,933,2783,3716,2144,589,452,973,1303,9534,Boston Celtics,2025,61,21,East,2024-2025
9.0,New York Knicks*,82,19880,3553,7315,0.486,1031,2794,0.369,2522,4521,0.558,1357,1696,0.8,890,2607,3497,2254,671,324,1088,1407,9494,New York Knicks,2025,51,31,East,2024-2025
10.0,Sacramento Kings,82,19880,3529,7385,0.478,1032,2887,0.357,2497,4498,0.555,1400,1738,0.806,901,2723,3624,2169,620,357,1092,1548,9490,Sacramento Kings,2025,40,42,West,2024-2025
11.0,Milwaukee Bucks*,82,19755,3445,7082,0.486,1161,3003,0.387,2284,4079,0.56,1421,1895,0.75,674,2882,3556,2090,601,384,1097,1469,9472,Milwaukee Bucks,2025,48,34,East,2024-2025
12.0,Detroit Pistons*,82,19805,3503,7363,0.476,1051,2901,0.362,2452,4462,0.55,1414,1826,0.774,931,2739,3670,2165,652,431,1219,1695,9471,Detroit Pistons,2025,44,38,East,2024-2025
13.0,Minnesota Timberwolves*,82,19830,3364,7182,0.468,1233,3269,0.377,2131,3913,0.545,1411,1789,0.789,908,2726,3634,2142,654,406,1186,1498,9372,Minnesota Timberwolves,2025,49,33,West,2024-2025
14.0,Houston Rockets*,82,19780,3484,7659,0.455,1038,2938,0.353,2446,4721,0.518,1366,1851,0.738,1200,2774,3974,1914,689,411,1139,1557,9372,Houston Rockets,2025,52,30,West,2024-2025
15.0,Dallas Mavericks,82,19730,3443,7194,0.479,1020,2801,0.364,2423,4393,0.552,1458,1894,0.77,828,2702,3530,2070,636,445,1151,1458,9364,Dallas Mavericks,2025,39,43,West,2024-2025
16.0,San Antonio Spurs,82,19730,3426,7362,0.465,1158,3246,0.357,2268,4116,0.551,1332,1721,0.774,896,2685,3581,2348,674,455,1138,1363,9342,San Antonio Spurs,2025,34,48,West,2024-2025
17.0,Golden State Warriors*,82,19730,3342,7412,0.451,1264,3475,0.364,2078,3937,0.528,1383,1811,0.764,1029,2692,3721,2386,771,391,1152,1571,9331,Golden State Warriors,2025,48,34,West,2024-2025
18.0,Phoenix Suns,82,19830,3381,7075,0.478,1176,3112,0.378,2205,3963,0.556,1379,1702,0.81,783,2701,3484,2277,593,392,1153,1471,9317,Phoenix Suns,2025,36,46,West,2024-2025
19.0,Los Angeles Lakers*,82,19730,3356,7007,0.479,1092,2981,0.366,2264,4026,0.562,1494,1902,0.785,792,2687,3479,2131,633,367,1145,1415,9298,Los Angeles Lakers,2025,50,32,West,2024-2025
20.0,Los Angeles Clippers*,82,19805,3409,7075,0.482,1022,2738,0.373,2387,4337,0.55,1416,1776,0.797,841,2750,3591,2064,773,370,1220,1503,9256,Los Angeles Clippers,2025,50,32,West,2024-2025
21.0,Utah Jazz,82,19805,3305,7272,0.454,1144,3267,0.35,2161,4005,0.54,1421,1836,0.774,983,2741,3724,2093,555,360,1412,1549,9175,Utah Jazz,2025,17,65,West,2024-2025
22.0,Portland Trail Blazers,82,19780,3325,7396,0.45,1057,3095,0.342,2268,4301,0.527,1386,1820,0.762,1095,2576,3671,1952,678,433,1309,1558,9093,Portland Trail Blazers,2025,36,46,West,2024-2025
23.0,Toronto Raptors,82,19805,3414,7462,0.458,969,2786,0.348,2445,4676,0.523,1294,1729,0.748,1034,2666,3700,2340,664,348,1257,1738,9091,Toronto Raptors,2025,30,52,East,2024-2025
24.0,Miami Heat*,82,19930,3318,7138,0.465,1124,3060,0.367,2194,4078,0.538,1309,1654,0.791,798,2760,3558,2166,668,314,1114,1275,9069,Miami Heat,2025,37,45,East,2024-2025
25.0,New Orleans Pelicans,82,19755,3332,7368,0.452,986,2839,0.347,2346,4529,0.518,1356,1799,0.754,993,2583,3576,2119,701,429,1201,1499,9006,New Orleans Pelicans,2025,21,61,West,2024-2025
26.0,Philadelphia 76ers,82,19805,3254,7168,0.454,1041,3050,0.341,2213,4118,0.537,1439,1844,0.78,852,2411,3263,1901,752,366,1117,1556,8988,Philadelphia 76ers,2025,24,58,East,2024-2025
27.0,Washington Wizards,82,19730,3233,7371,0.439,1075,3210,0.335,2158,4161,0.519,1315,1690,0.778,867,2716,3583,2058,623,420,1276,1618,8856,Washington Wizards,2025,18,64,East,2024-2025
28.0,Orlando Magic*,82,19730,3130,7034,0.445,921,2892,0.318,2209,4142,0.533,1464,1890,0.775,914,2517,3431,1887,729,488,1165,1648,8645,Orlando Magic,2025,41,41,East,2024-2025
29.0,Brooklyn Nets,82,19780,3086,7060,0.437,1113,3232,0.344,1973,3828,0.515,1334,1696,0.787,894,2493,3387,2063,639,352,1244,1698,8619,Brooklyn Nets,2025,26,56,East,2024-2025
30.0,Charlotte Hornets,82,19755,3142,7308,0.43,1065,3143,0.339,2077,4165,0.499,1269,1621,0.783,1003,2703,3706,1994,607,368,1271,1535,8618,Charlotte Hornets,2025,19,63,East,2024-2025
